gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.78,903.49,No
Female,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),52.3,705.47,No
Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.68,3198.6,No
Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.6,3502.5,Yes
Male,0,Yes,No,70,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.61,6710.62,No
Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,49.86,2985.37,Yes
Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,68.75,4292.17,No
Male,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),108.54,6500.29,No
Male,1,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.18,1084.71,Yes
Male,1,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,88.86,1927.52,No
Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,32.73,2081.76,No
Female,0,No,Yes,31,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),82.77,2617.42,No
Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.75,3262.74,Yes
Male,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.23,2366.63,No
Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.3,4017.25,Yes
Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,89.12,6444.72,Yes
Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),99.3,1498.8,No
Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.16,2820.51,Yes
Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),87.1,5701.29,No
Female,1,No,Yes,31,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,60.24,1884.67,No
Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),30.6,279.49,No
Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,50.21,1231.68,No
Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.59,3897.96,Yes
Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),117.23,2693.91,No
Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),38.96,63.76,No
Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.58,2031.06,No
Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,67.17,4432.86,No
Female,0,No,Yes,54,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,99.01,5326.3,No
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.58,247.72,No
Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.48,5646.68,Yes
Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),36.01,750.51,No
Female,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.97,950.69,No
Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.59,5611.29,No
Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.54,368.57,No
Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,70.62,987.67,No
Male,1,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.71,857.43,No
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,110.95,5642.73,No
Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),20.66,1421.2,No
Male,0,No,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.51,5562.87,Yes
Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.99,1087.66,No
Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),72.94,1313.55,Yes
Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.56,4652.29,Yes
Male,0,Yes,No,68,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,39.08,2672.35,No
Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.14,1561.56,Yes
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),63.52,2654.63,No
Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.95,4352.43,No
Female,0,No,Yes,45,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.67,2217.15,Yes
Female,0,Yes,No,13,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,101.13,1264.54,No
Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.41,2482.24,No
Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,118.33,7108.11,No
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),102.75,5850.64,Yes
Female,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.65,1050.7,No
Male,0,No,Yes,28,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),88.66,2467.98,Yes
Female,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,33.42,839.15,No
Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.99,2574.31,No
Female,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.3,3718.92,Yes
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.92,2907.51,No
Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,27.64,942.1,No
Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.58,2682.82,No
Female,0,Yes,No,60,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,24.0,1461.69,Yes
Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,117.75,8124.48,No
Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.71,96.62,No
Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,48.52,1568.57,Yes
Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.75,2222.07,No
Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,60.93,721.08,No
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.69,1470.22,No
Female,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.84,614.2,No
Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.57,2489.7,No
Male,1,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.81,488.07,Yes
Male,0,Yes,No,57,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.8,4260.95,No
Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.85,5920.82,No
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,33.99,281.71,No
Female,0,No,Yes,24,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.45,1235.05,Yes
Female,0,Yes,No,61,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.27,4804.51,No
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,81.05,5015.27,No
Male,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,25.68,47.6,No
Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.08,2784.36,Yes
Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),22.05,1159.91,No
Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,111.55,2787.18,No
Male,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.29,1006.3,No
Female,1,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.28,128.01,No
Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.86,2777.12,No
Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,28.17,596.28,Yes
Male,0,No,Yes,22,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,23.91,529.87,No
Male,1,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.88,1873.99,No
Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116.03,1516.97,No
Male,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.45,3886.08,No
Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),50.96,1919.73,Yes
Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.85,1037.49,Yes
Female,1,No,No,35,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),19.82,703.11,No
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),108.12,525.78,Yes
Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,66.53,1479.84,No
Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.42,250.12,No
Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,73.04,4302.17,No
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.81,714.89,No
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,58.98,4046.51,Yes
Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,109.78,431.47,No
Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,111.34,6238.54,No
Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,113.97,4804.58,No
Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,32.59,1645.25,No
Female,0,No,Yes,5,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),36.68,195.17,Yes
Female,1,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),103.77,109.35,Yes
Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,28.55,486.27,No
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,19.5,214.86,No
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.51,3818.6,Yes
Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,62.83,3344.24,No
Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.01,579.86,Yes
Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.83,1036.89,No
Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.17,1719.85,No
Male,0,Yes,No,45,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,100.34,4496.86,No
Female,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,44.25,3181.54,No
Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,65.6,3415.37,No
Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),80.78,1968.14,No
Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.61,4707.48,No
Female,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,70.75,1948.03,No
Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.9,475.31,No
Female,0,No,Yes,37,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.92,3495.99,Yes
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,102.0,196.06,Yes
Male,1,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),109.51,3693.25,No
Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,88.89,4798.68,Yes
Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),108.42,4978.82,No
Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,24.34,801.58,No
Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,31.32,107.78,No
Male,1,Yes,No,68,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.89,4010.55,No
Male,0,Yes,No,58,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),34.98,2037.58,No
Female,0,No,Yes,17,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),52.16,894.65,Yes
Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,107.05,6963.64,No
Female,0,No,No,24,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),30.58,705.77,No
Female,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.13,1544.5,No
Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,41.25,2884.82,No
Female,0,Yes,Yes,68,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),67.68,4598.58,No
Male,0,No,Yes,28,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,58.05,1630.05,No
Female,0,No,No,17,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.13,1779.38,No
Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,72.42,5110.29,No
Male,0,Yes,No,26,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,100.81,2623.96,No
Female,1,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.86,2485.54,Yes
Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),84.75,5498.18,No
Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,109.62,2748.89,No
Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,33.19,762.61,No
Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,74.55,340.79,No
Male,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,81.77,806.61,No
Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.28,1455.65,No
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,73.67,794.85,No
Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,98.11,102.97,No
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,24.15,996.41,No
Female,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.87,1777.56,No
Male,0,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,107.32,2718.29,No
Male,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,110.2,3558.67,No
Male,1,No,No,23,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.1,855.42,Yes
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,78.72,5352.7,Yes
Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,46.42,946.22,No
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.9,4114.26,No
Male,0,No,No,17,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),26.24,452.56,No
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),30.7,90.13,No
Female,1,Yes,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),85.84,593.68,Yes
Male,0,Yes,Yes,56,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.33,4088.45,No
Female,0,No,Yes,4,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.3,423.03,Yes
Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.09,219.08,No
Male,0,No,Yes,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),88.76,5745.16,No
Male,0,No,No,36,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,90.03,3206.6,No
Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,101.59,2855.49,Yes
Male,0,No,Yes,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.69,6554.41,Yes
Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.41,2152.89,Yes
Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,47.09,2219.84,Yes
Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.86,44.22,Yes
Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.77,4823.04,Yes
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.7,937.43,No
Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),27.34,923.06,No
Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,72.75,1019.33,No
Male,0,Yes,Yes,71,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.33,8384.9,No
Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),56.09,3600.81,No
Female,0,Yes,Yes,37,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,98.53,3678.96,No
Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),56.65,938.0,No
Female,0,No,No,44,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),30.76,1353.89,No
Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),102.88,16.96,No
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.33,159.99,No
Female,1,No,Yes,69,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,31.59,2185.17,No
Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.07,3165.24,Yes
Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.91,2129.08,No
Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),85.26,178.22,No
Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.94,2997.49,No
Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),48.24,254.69,Yes
Male,0,No,No,45,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),74.18,3328.51,No
Male,1,No,Yes,60,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),109.23,6561.22,No
Female,0,No,No,42,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,59.98,2515.24,No
Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,115.33,6346.47,Yes
Male,0,Yes,Yes,69,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.78,6184.68,No
Female,0,No,Yes,19,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.81,1493.56,No
Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.25,1069.11,No
Female,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),99.66,5309.6,No
Female,0,No,Yes,40,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.84,3426.92,Yes
Female,0,No,Yes,65,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,31.01,2043.81,No
Female,1,Yes,No,30,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.32,580.9,Yes
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.29,7077.0,No
Male,0,No,No,57,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.19,2212.36,Yes
