customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS03062,Female,1,No,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,100.03,777.37,Yes
CUS03063,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,50.78,1190.14,No
CUS03064,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,31.78,1002.11,No
CUS03065,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.75,173.47,No
CUS03066,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.0,3117.35,Yes
CUS03067,Male,0,No,No,42,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),104.62,4372.41,No
CUS03068,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.29,320.4,No
CUS03069,Female,0,No,Yes,31,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),38.94,1180.07,No
CUS03070,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),108.88,2078.48,No
CUS03071,Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,40.53,2698.36,No
CUS03072,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.73,5167.71,No
CUS03073,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.96,605.24,No
CUS03074,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),31.86,576.42,No
CUS03075,Male,1,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,42.4,125.46,No
CUS03076,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),41.19,634.46,No
CUS03077,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),37.91,2380.0,Yes
CUS03078,Male,1,Yes,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28.01,601.99,Yes
CUS03079,Male,0,No,No,65,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,25.42,1700.17,No
CUS03080,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.05,2062.03,No
CUS03081,Male,1,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.04,2266.99,No
CUS03082,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,96.64,994.62,No
CUS03083,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.75,5259.87,Yes
CUS03084,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.36,1970.6,No
CUS03085,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.91,2718.22,No
CUS03086,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),45.15,882.78,No
CUS03087,Female,1,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.3,273.22,No
CUS03088,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),26.89,646.46,No
CUS03089,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.28,1971.53,Yes
CUS03090,Female,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.57,279.63,No
CUS03091,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.93,519.24,No
CUS03092,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,111.95,544.7,No
CUS03093,Male,0,No,Yes,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,98.51,1734.77,Yes
CUS03094,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),39.64,429.09,No
CUS03095,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.78,1139.86,No
CUS03096,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),31.14,392.98,Yes
CUS03097,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.39,52.3,No
CUS03098,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.77,1741.76,No
CUS03099,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.17,556.18,Yes
CUS03100,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.91,3290.82,Yes
CUS03101,Male,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.96,1572.85,No
CUS03102,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.15,7.37,No
CUS03103,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.83,26.72,Yes
CUS03104,Female,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,117.8,7546.34,Yes
CUS03105,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.74,1464.98,No
CUS03106,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,111.17,5432.66,No
CUS03107,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,98.25,1845.95,No
CUS03108,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.24,98.98,No
CUS03109,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),37.93,2272.64,Yes
CUS03110,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,67.7,938.24,No
CUS03111,Male,0,No,No,58,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,98.2,5706.11,No
CUS03112,Male,1,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,3780.79,No
CUS03113,Female,1,No,No,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),48.42,2858.88,Yes
CUS03114,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.51,1617.69,No
CUS03115,Female,0,No,Yes,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.98,1367.7,No
CUS03116,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.34,1278.2,Yes
CUS03117,Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,81.15,1349.24,No
CUS03118,Female,0,Yes,No,16,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),19.53,312.6,No
CUS03119,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.8,2433.23,No
CUS03120,Female,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.0,4184.69,No
CUS03121,Female,0,Yes,No,47,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,98.69,4646.97,No
CUS03122,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.1,1171.38,No
CUS03123,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,97.11,2060.1,No
CUS03124,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,114.35,5041.89,No
CUS03125,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,63.86,2264.15,No
CUS03126,Female,0,No,No,63,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),54.96,3459.88,No
CUS03127,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),104.24,3515.09,No
CUS03128,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),41.93,1077.88,Yes
CUS03129,Male,0,No,No,67,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),91.89,6140.33,No
CUS03130,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.8,1226.46,Yes
CUS03131,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.6,4244.15,No
CUS03132,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.56,371.96,No
CUS03133,Female,0,No,Yes,4,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),19.59,56.18,No
CUS03134,Male,0,Yes,No,57,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.36,4164.87,No
CUS03135,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,24.07,1353.43,No
CUS03136,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.96,363.8,Yes
CUS03137,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.99,5604.05,No
CUS03138,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),42.44,-28.28,No
CUS03139,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.52,1300.25,No
CUS03140,Male,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,33.13,826.17,No
CUS03141,Female,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),25.33,1221.01,Yes
CUS03142,Male,0,Yes,No,41,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,70.91,2925.12,No
CUS03143,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.22,2921.2,No
CUS03144,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,61.17,3974.92,No
CUS03145,Male,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,29.22,1516.6,No
CUS03146,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,47.67,377.99,Yes
CUS03147,Female,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),24.2,1639.07,No
CUS03148,Male,0,No,No,39,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),99.73,3895.81,No
CUS03149,Male,0,Yes,No,55,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,18.69,1031.31,No
CUS03150,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),114.69,435.27,Yes
CUS03151,Male,1,Yes,Yes,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.61,2500.38,No
CUS03152,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.08,1874.78,No
CUS03153,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.2,428.2,Yes
CUS03154,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.42,5808.66,No
CUS03155,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.96,5286.26,Yes
CUS03156,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.14,5243.9,No
CUS03157,Female,1,Yes,No,32,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,44.15,1411.13,No
CUS03158,Male,0,No,Yes,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.15,558.48,Yes
CUS03159,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,73.23,1011.04,No
CUS03160,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.31,5314.08,Yes
CUS03161,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,63.16,4415.01,No
CUS03162,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.66,1165.72,No
CUS03163,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),103.55,499.71,No
CUS03164,Male,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,82.57,4688.91,No
CUS03165,Male,0,No,Yes,25,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),33.47,830.93,No
CUS03166,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,110.47,1188.07,Yes
CUS03167,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.42,26.9,No
CUS03168,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.91,3304.86,Yes
CUS03169,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.46,1095.26,No
CUS03170,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,115.82,6949.54,No
CUS03171,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,68.58,698.52,No
CUS03172,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.62,2067.21,No
CUS03173,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),29.13,941.38,No
CUS03174,Female,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.25,392.07,No
CUS03175,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.81,422.8,Yes
CUS03176,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.64,1090.3,Yes
CUS03177,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),54.15,217.87,No
CUS03178,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,69.43,1208.94,No
CUS03179,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,78.97,621.63,No
CUS03180,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,104.88,5868.28,No
CUS03181,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,114.62,6101.34,Yes
CUS03182,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.01,3039.7,No
CUS03183,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.47,477.75,No
CUS03184,Female,1,No,Yes,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.54,2184.28,Yes
CUS03185,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,31.29,1913.53,No
CUS03186,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),77.56,4591.89,No
CUS03187,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.27,344.32,No
CUS03188,Female,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),89.68,2860.89,No
CUS03189,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),64.0,3451.18,Yes
CUS03190,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,79.33,1432.78,No
CUS03191,Female,0,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,46.4,744.85,No
CUS03192,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.94,3518.46,No
CUS03193,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,33.82,718.86,Yes
CUS03194,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.49,1077.27,No
CUS03195,Female,0,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.79,1454.09,Yes
CUS03196,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.99,4383.44,No
CUS03197,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,44.67,1195.16,Yes
CUS03198,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,38.22,1956.07,No
CUS03199,Male,0,Yes,No,64,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,109.27,6993.39,Yes
CUS03200,Female,1,Yes,No,38,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.45,2916.38,Yes
CUS03201,Male,1,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.89,653.01,Yes
CUS03202,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.04,772.28,No
CUS03203,Female,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),30.09,2019.22,No
CUS03204,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.7,310.75,No
CUS03205,Male,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,98.93,6249.57,No
CUS03206,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,98.96,6982.53,No
CUS03207,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,114.09,6368.7,Yes
CUS03208,Male,1,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.14,1641.57,No
CUS03209,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.86,2717.61,No
CUS03210,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.23,3549.89,Yes
CUS03211,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,28.52,835.82,No
CUS03212,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.95,1150.93,Yes
CUS03213,Female,0,Yes,Yes,32,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),39.55,1278.04,No
CUS03214,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.72,641.89,No
CUS03215,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),100.77,1387.81,No
CUS03216,Female,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.24,593.0,Yes
CUS03217,Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,96.58,177.85,No
CUS03218,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.6,554.85,No
CUS03219,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,72.66,1591.69,No
CUS03220,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.21,4838.39,No
CUS03221,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,97.41,5259.0,No
CUS03222,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.08,6097.1,Yes
CUS03223,Female,1,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.37,1371.96,No
CUS03224,Male,0,No,Yes,59,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.12,4925.96,No
CUS03225,Female,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,36.39,1069.5,No
CUS03226,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.29,2234.96,No
CUS03227,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,37.82,639.51,No
CUS03228,Female,1,No,No,58,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.09,2249.51,No
CUS03229,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),33.68,1774.19,Yes
CUS03230,Female,0,Yes,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),51.56,3245.13,No
CUS03231,Female,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.85,2637.97,No
CUS03232,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.16,1701.44,No
CUS03233,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.05,219.51,No
CUS03234,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.34,6176.05,Yes
CUS03235,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.72,687.21,No
CUS03236,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.15,478.87,Yes
CUS03237,Male,1,No,No,31,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.23,3691.4,Yes
CUS03238,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,73.78,950.89,No
CUS03239,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.71,1082.53,Yes
